ID,HAL ID,Title,Publication Date,Journal/Conference,Document Type,DOI,Authors,I2M Authors,Job Title,Research Groups,Membership Status,External Authors,Affiliations
2086741,hal-02071564,Behaviour Of The Stokes Operators Under Domain Perturbation,2019,Science China Mathematics,ART,Unknown,Sylvie Monniaux,['sylvie monniaux'],['Professeure (PR)'],['AA'],['Current'],[],[]
1961550,hal-01961550,"Le Diamètre Et La Traversale : Dans L'Atelier De Girard Desargues, The Diameter And The Traversale : Inside Girard Desargues' Workshop",2019,Archive for History of Exact Sciences,ART,Unknown,"Jean-Yves Briend, Marie Anglade",['jean yves briend'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],['marie anglade'],['Centre Gilles-Gaston Granger']
1941350,hal-01941350,A Local Trace Formula For The Generalized Shalika Model,2019,Duke Mathematical Journal,ART,10.1215/00127094-2018-0064,"Chen Wan, Raphaël Beuzart-Plessis",['plessis raphael beuzart'],['Chargé de Recherche (CR)'],['AGLR'],['Current'],['chen wan'],['Massachusetts Institute of Technology']
1915783,hal-01915783,Invariant Measures For Typical Continuous Maps On Manifolds,2019,Nonlinearity,ART,Unknown,"Eleonora Catsigeras, Serge Troubetzkoy",['serge troubetzkoy'],['Professeur (PR)'],['GDAC'],['Current'],['eleonora catsigeras'],['Instituto de Matemática y Estadística Rafael Laguardia [Montevideo]']
1654762,hal-01654762,On The Reducibility Of Induced Representations For Classical P-Adic Groups And Related Affine Hecke Algebras,2019,Israel Journal of Mathematics,ART,10.1007/s11856-019-1857-7,"Dan Ciubotaru, Volker Heiermann",['volker heiermann'],['Professeur (PR)'],['AGLR'],['Current'],['dan ciubotaru'],['University of Oxford']
1653039,hal-01624563,Toward Universality In Degree 2 Of The Kricker Lift Of The Kontsevich Integral And The Lescop Equivariant Invariant,2019,International Journal of Mathematics,ART,Unknown,"Benjamin Audoux, Delphine Moussard","['delphine moussard', 'benjamin audoux']","['Maître de Conférences (MCF F)', 'Professeur (PR)']",['GDAC'],['Current'],[],[]
1630658,hal-01630658,A Growth-Fragmentation Approach For Modeling Microtubule Dynamic Instability,2019,Bulletin of Mathematical Biology,ART,10.1007/s11538-018-0531-2,"Diana White, Florence Hubert, Magali Tournus, Stephane Honore","['magali tournus', 'florence hubert', 'diana white']","['Maître de Conférences (MCF F)', 'Professeure (PR)', 'PostDoctorante (Postdoctoral Researcher)']",['AA'],"['Former', 'Current']",['stephane honore'],['Service de Pharmacologie Clinique [Hôpital de la Timone - APHM]']
1526218,hal-01526218,Glasner'S Problem For Polish Groups With Metrizable Universal Minimal Flow,2019,Annales de l'Institut Fourier,ART,Unknown,Lionel Nguyen Van Thé,['van the lionel nguyen'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],[],[]
1495713,hal-01495713,Application Of The Boundary Control Method To Partial Data Borg-Levinson Inverse Spectral Problem,2019,Mathematical Control and Related Fields,ART,10.3934/mcrf.2019015,"L Oksanen, M Morancey, Y Kian",['morgan morancey'],['Maître de Conférences (MCF H)'],['AA'],['Current'],"['l oksanen', 'y kian']","['CPT - E8 Dynamique quantique et analyse spectrale', 'University College of London [London]']"
1485349,hal-01485349,Explicit Schoen Surfaces,2019,Algebraic Geometry,ART,10.14231/AG-2019-019,"Alessandra Sarti, Carlos Rito, Xavier Roulleau",['xavier roulleau'],['Professeur (PR)'],['AGT'],['Former'],"['alessandra sarti', 'carlos rito']","['Laboratoire de mathématiques et applications [UMR 7348]', 'Universidade de Trás-os-Montes e Alto Douro']"
1481897,hal-01481897,Relative K-Polystability Of Projective Bundles Over A Curve,2019,Trans. Amer. Math. Soc.,ART,Unknown,"Julien Keller, Vestislav Apostolov",['julien keller'],['Maître de Conférences (MCF H)'],['AGT'],['Former'],['vestislav apostolov'],['Centre interuniversitaire de recherches en géométrie et topologie [Montréal]']
1481895,hal-01481895,On The Lower Bounds Of The L^2-Norm Of The Hermitian Scalar Curvature,2019,Journal of Symplectic Geometry,ART,Unknown,"Julien Keller, Mehdi Lejmi",['julien keller'],['Maître de Conférences (MCF H)'],['AGT'],['Former'],['mehdi lejmi'],['Unknown']
1481879,hal-01481879,Minimax Optimal Procedures For Testing The Structure Of Multidimensional Functions,2019,Applied and Computational Harmonic Analysis,ART,Unknown,"Christophe Pouet, Florent Autin, Gerda Claeskens, Jean-Marc Freyermuth, John Aston","['jean marc freyermuth', 'christophe pouet', 'florent autin']","['Professeur (PR)', 'Maître de Conférences (MCF H)']",['ALEA'],['Current'],"['gerda claeskens', 'john aston']","['Operations Research and Business Statistics', 'University of Cambridge [UK]']"
1230777,hal-01228914,On Existence And Uniqueness For Non-Autonomous Parabolic Cauchy Problems With Rough Coefficients,2019,Annali della Scuola Normale Superiore di Pisa,ART,Unknown,"Pascal Auscher, Pierre Portal, Sylvie Monniaux","['pierre pontarotti', 'sylvie monniaux']",['Professeure (PR)'],"['AA', 'ALEA']","['Former', 'Current']",['pascal auscher'],"[""Laboratoire de Mathématiques d'Orsay""]"
1239927,hal-01239927,Lipschitz-Killing Curvatures And Polar Images,2019,Advances in Geometry,ART,10.1515/advgeom-2018-0019,Nicolas Dutertre,['nicolas dutertre'],['Maître de Conférences (MCF H)'],['AGT'],['Former'],[],[]
1467988,hal-01467988,Geometric Side Of A Local Relative Trace Formula,2019,Transactions of the American Mathematical Society,ART,10.1090/tran/7360,"Pascale Harinck, Patrick Delorme, Sofiane Souaifi",['patrick delorme'],['Professeur Émérite (PREM)'],['AGLR'],['Current'],"['pascale harinck', 'sofiane souaifi']","['Centre de Mathématiques Laurent Schwartz', 'Institut de Recherche Mathématique Avancée']"
1438243,hal-01438243,Fixed Points In Compactifications And Combinatorial Counterparts,2019,Annales Henri Lebesgue,ART,Unknown,Lionel Nguyen Van Thé,['van the lionel nguyen'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],[],[]
2182635,hal-02179379,A Novel Smoothed Norm Ratio For Sparse Signal Restoration Application To Mass Spectrometry.,2019,Unknown,COMM,Unknown,"Afef Cherni, Emilie Chouzenoux, Jean-Christophe Pesquet, Laurent Duval","['afef cherni', 'laurent quaglia']","['PostDoctorante (Postdoctoral Researcher)', 'Doctorant (Phd Student)']","['AA', 'ALEA']",['Former'],"['emilie chouzenoux', 'jean christophe pesquet']","['Centre de vision numérique', 'OPtimisation Imagerie et Santé']"
1282486,hal-01282486,A Finite Dimensional Approach To Donaldson'S J-Flow,2019,Communications in Analysis and Geometry,ART,10.4310/CAG.2019.v27.n5.a2,"Julien Keller, Ruadhaí Dervan",['julien keller'],['Maître de Conférences (MCF H)'],['AGT'],['Former'],['ruadhai dervan'],['Department of Pure Mathematics and Mathematical Statistics']
1337195,hal-01337195,Consistency Of The Adaptive Multiple Importance Sampling,2019,Bernoulli,ART,10.3150/18-BEJ1042,"Jean-Michel Marin, Mohammed Sedki, Pierre Pudlo",['pierre pudlo'],['Professeur (PR)'],['ALEA'],['Current'],"['jean michel marin', 'mohammed sedki']","['Centre de recherche en épidémiologie et santé des populations', 'Institut Montpelliérain Alexander Grothendieck']"
1654760,hal-01654760,The Value Of The Global Intertwining Operators On Spherical Vectors,2019,Proc. Amer. Math. Soc.,ART,10.1090/proc/14208,Volker Heiermann,['volker heiermann'],['Professeur (PR)'],['AGLR'],['Current'],[],[]
1672149,hal-01672149,Liouville Type Results For A Nonlocal Obstacle Problem,2019,Proceedings of the London Mathematical Society,ART,10.1112/plms.12229,"Enrico Valdinoci, François Hamel, Julien Brasseur, Jérôme Coville","['julien brasseur', 'francois hamel']","['Professeur (PR)', 'Doctorant (Phd Student)']",['AA'],"['Former', 'Current']","['enrico valdinoci', 'jerome coville']","['Biostatistique et Processus Spatiaux', 'School of Mathematics and Statistics [Melbourne]']"
1913051,hal-01913051,Formation Of Rbcs Dimers Using An Elliptically Polarized Laser Pulse,2019,"Physical Review A : Atomic, molecular, and optical physics [1990-2015]",ART,10.1103/PhysRevA.99.023402,"Cristel Chandre, J. Pablo Salas",['cristel chandre'],['Directeur de Recherche (DR)'],['GDAC'],['Current'],['j. pablo salas'],['Universidad de La Rioja']
1706614,hal-01706614,High-Order Implicit Palindromic Discontinuous Galerkin Method For Kinetic-Relaxation Approximation,2019,Computers and Fluids,ART,10.1016/j.compfluid.2019.06.007,"David Coulette, Emmanuel Franck, Laurent Navoret, Michel Mehrenberger, Philippe Helluy",['michel mehrenberger'],['Professeur (PR)'],['AA'],['Current'],"['david coulette', 'emmanuel franck', 'laurent navoret', 'philippe helluy']","['Institut de Recherche Mathématique Avancée', 'TOkamaks and NUmerical Simulations']"
1888012,hal-01248760,On Tensor Products Of Css Codes,2019,"Annales de l’Institut Henri Poincaré (D) Combinatorics, Physics and their Interactions",ART,10.4171/AIHPD/71,"Alain Couvreur, Benjamin Audoux",['benjamin audoux'],['Professeur (PR)'],['GDAC'],['Current'],['alain couvreur'],"['Geometry, arithmetic, algorithms, codes and encryption']"
1883680,hal-01491806,A Liouville Theorem For The Euler Equations In The Plane,2019,Archive for Rational Mechanics and Analysis,ART,10.1007/s00205-019-01364-x,"François Hamel, Nikolai Nadirashvili","['francois hamel', 'nikolay nadirashvili']","['Directeur de Recherche Émérite (DREM)', 'Professeur (PR)']",['AA'],['Current'],[],[]
1881890,hal-01622037,Hyperbolicity Of Singular Spaces,2019,Journal de l'École polytechnique — Mathématiques,ART,Unknown,"Behrouz Taji, Benoit Cadorel, Erwan Rousseau","['benoit cadorel', 'erwan rousseau']","['Doctorant (Phd Student)', 'Professeur (PR)']",['AGT'],['Former'],['behrouz taji'],['Department of Mathematics']
1880794,hal-01880794,Affine Poisson And Affine Quasi-Poisson T-Duality,2019,Nuclear Physics B,ART,10.1016/j.nuclphysb.2018.12.008,Ctirad Klimčík,['ctirad klimcik'],['Professeur (PR)'],['AGT'],['Current'],[],[]
1878329,hal-01878329,Fonctions Arithmétiques Multiplicativement Monotones,2019,Bulletin of the Belgian Mathematical Society - Simon Stevin,ART,10.36045/bbms/1561687559,Michel Balazard,['michel balazard'],['Chargé de Recherche (CR)'],['AGLR'],['Current'],[],[]
1874327,hal-01421889,Numerical Simulation Of A Compressible Two-Layer Model: A First Attempt With An Implicit-Explicit Splitting Scheme,2019,Journal of Computational and Applied Mathematics,ART,10.1016/j.cam.2018.06.027,"Benoît De Laage De Meux, Charles Demay, Christian Bourdarias, Jean-Marc Hérard, Stéphane Gerbi",['jean marc herard'],['Membre Associé'],['AA'],['Current'],"['benoit de laage de meux', 'charles demay', 'christian bourdarias', 'stephane gerbi']","['Unknown', 'Laboratoire de Mathématiques', 'EDF']"
1873334,hal-01865348,A Splitting Method Adapted To The Simulation Of Mixed Flows In Pipes With A Compressible Two-Layer Model,2019,ESAIM: Mathematical Modelling and Numerical Analysis,ART,10.1051/m2an/2018051,"Benoît De Laage De Meux, Charles Demay, Christian Bourdarias, Jean-Marc Hérard, Stéphane Gerbi",['jean marc herard'],['Membre Associé'],['AA'],['Current'],"['benoit de laage de meux', 'charles demay', 'christian bourdarias', 'stephane gerbi']","['Laboratoire de Mathématiques', 'EDF R&D']"
1866955,hal-01862896,Undecidable Word Problem In Subshift Automorphism Groups,2019,Unknown,COMM,Unknown,"Emmanuel Jeandel, Jarkko Kari, Pascal Vanier, Pierre Guillon",['pierre guillon'],['Chargé de Recherche (CR)'],['GDAC'],['Current'],"['emmanuel jeandel', 'jarkko kari', 'pascal vanier']","['University of Turku', ""Laboratoire d'Algorithmique Complexité et Logique"", 'Designing the Future of Computational Models']"
1840003,hal-01840003,"Arc Spaces, Motivic Measure And Lipschitz Geometry Of Real Algebraic Sets",2019,Mathematische Annalen,ART,10.1007/s00208-019-01805-8,"Adam Parusiński, Jean-Baptiste Campesato, Krzysztof Kurdyka, Toshizumi Fukui",['jean baptiste campesato'],['Attaché Temporaire d’Enseignement et de Recherche (ATER)'],['AGT'],['Former'],"['adam parusinski', 'krzysztof kurdyka', 'toshizumi fukui']","['Laboratoire de Mathématiques', 'Laboratoire Jean Alexandre Dieudonné', 'Department of Mathematics, Faculty of Science, Saitama University']"
1837987,hal-01837987,Kinetic Turbulence In Astrophysical Plasmas: Waves And/Or Structures?,2019,Phys.Rev.X,ART,10.1103/PhysRevX.9.031037,"Alfred Mallet, Christopher H. K. Chen, Daniel Groselj, Frank Jenko, Kai Schneider, Ravi Samtaney",['kai schneider'],['Professeur (PR)'],['ALEA'],['Current'],"['alfred mallet', 'christopher h. k. chen', 'daniel groselj', 'frank jenko', 'ravi samtaney']","['Max-Planck-Institut für Plasmaphysik [Garching]', 'EOS Space Science Center [Durham]', 'King Abdullah University of Science and Technology [Saudi Arabia]', 'Queen Mary University of London']"
1835937,hal-01835937,"Sur Certaines Équations Fonctionnelles Approchées, Liées À La Transformation De Gauss",2019,Aequationes Mathematicae,ART,10.1007/s00010-018-0594-z,"Bruno Martin, Michel Balazard",['michel balazard'],['Chargé de Recherche (CR)'],['AGLR'],['Current'],['bruno martin'],['Laboratoire de Mathématiques Pures et Appliquées Joseph Liouville']
1823955,hal-01823955,Maximal Differential Uniformity Polynomials,2019,Acta Arithmetica,ART,10.4064/aa170806-11-7,"Fabien Herbaut, José Felipe Voloch, Yves Aubry",['yves aubry'],['Maître de Conférences (MCF H)'],['AGLR'],['Current'],"['fabien herbaut', 'jose felipe voloch']","['University of Canterbury [Christchurch]', 'Institut de Mathématiques de Toulon - EA 2134']"
1803741,hal-01803741,Dynamics Of Fitness Distributions In The Presence Of A Phenotypic Optimum: An Integro-Differential Approach *,2019,Nonlinearity,ART,10.1088/1361-6544/ab1bbe,"F. Hamel, G. Martin, L. Roques, M.-E. Gil",['martin fatou'],['Doctorant (Phd Student)'],['AGLR'],['Current'],['l. roques'],['Biostatistique et Processus Spatiaux']
1802972,hal-01334794,Equilateral Triangle Skew Condition For Quasiconformality,2019,Indiana University Mathematics Journal,ART,10.1512/iumj.2019.68.7762,"Aimo Hinkkanen, Colleen Ackermann, Peter Haïssinsky",['peter haissinsky'],['Professeur (PR)'],['GDAC'],['Current'],"['aimo hinkkanen', 'colleen ackermann']",['Department of Mathematics [Urbana]']
1742246,hal-01502260,Orbital Degeneracy Loci And Applications,2019,"Annali della Scuola Normale Superiore di Pisa, Classe di Scienze",ART,10.2422/2036-2145.201804_016,"Fabio Tanturri, Laurent Manivel, Sara Angela Filippini, Vladimiro Benedetti","['vladimiro benedetti', 'fabio tanturri', 'laurent manivel']","['Doctorant (Phd Student)', 'Professeur (PR)']",['AGT'],['Former'],['sara angela filippini'],['Department of Pure Mathematics and Mathematical Statistics']
2110607,hal-02110607,Patterson-Sullivan Measures For Point Processes And The Reconstruction Of Harmonic Functions,2019,Unknown,Unknown,Unknown,"Alexander I. Bufetov, Yanqi Qiu",['alexander bufetov'],['Directeur de Recherche (DR)'],['GDAC'],['Current'],['yanqi qiu'],['Institut de Mathématiques de Toulouse UMR5219']
1310164,hal-01310164,Optimal Pattern Matching Algorithms,2019,Journal of Complexity,ART,10.1016/j.jco.2018.10.003,Gilles Didier,['gilles didier'],['Chargé de Recherche (CR)'],['ALEA'],['Former'],[],[]
2110678,hal-02110678,Division Subspaces And Integrable Kernels,2019,Bulletin of the London Mathematical Society,ART,10.1112/blms.12223,"Alexander I. Bufetov, Roman V. Romanov",['alexander bufetov'],['Directeur de Recherche (DR)'],['GDAC'],['Current'],['roman v. romanov'],"['Department of Physics, Saint-Petersburg State University']"
2162052,hal-02162052,A Besicovitch-Morse Function Preserving The Lebesgue Measure,2019,Unknown,Unknown,Unknown,"Jozef Bobok, Serge Troubetzkoy",['serge troubetzkoy'],['Professeur (PR)'],['GDAC'],['Current'],['jozef bobok'],['KM FSv CVUT']
2174477,hal-02174477,"A Scalable Estimator Of Sets Of Integral Operators', Un Estimateur Scalable D'Ensemble D'Opérateurs Intégraux",2019,Inverse Problems,ART,10.1088/1361-6420/ab2fb3,"Paul Escande, Pierre Weiss, Valentin Debarnot",['paul escande'],['Chargé de Recherche (CR)'],['ALEA'],['Former'],"['pierre weiss', 'valentin debarnot']",['Institut des Technologies Avancées en sciences du Vivant']
2175273,hal-01838014,Compression Effects In Heterogeneous Media,2019,Journal de l'École polytechnique — Mathématiques,ART,Unknown,"C. Perrin, D. Bresch, Š Nečasová",['charlotte perrin'],['Chargée de Recherche (CR)'],['AA'],['Current'],"['d. bresch', 's necasova']","['Laboratoire de Mathématiques', 'Institute of Mathematics of the Czech Academy of Science']"
2110685,hal-02110685,The Logarithmic Derivative For Point Processes With Equivalent Palm Measures,2019,Journal of the Mathematical Society of Japan,ART,10.2969/jmsj/78397839,"Alexander I. Bufetov, Andrey Dymov, Hirofumi Osada",['alexander bufetov'],['Directeur de Recherche (DR)'],['GDAC'],['Current'],"['andrey dymov', 'hirofumi osada']","['Analyse, Géométrie et Modélisation', 'Kyushu University - faculty of mathematics']"
2177785,hal-02177785,"Complemented Copies Of C_0(Tau) In Tensor Products Of L_P0,1",2019,Pacific Journal of Mathematics,ART,Unknown,"Christian Samuel, Medina Galego, Vinícius Morelli Cortes",['christian samuel'],['Professeur Émérite (PREM)'],['AGT'],['Current'],"['medina galego', 'vinicius morelli cortes']",['Instituto de Matemática e Estatística']
2158468,hal-01847957,Sign Changes Of Kloosterman Sums And Exceptional Characters,2019,Proceedings of the American Mathematical Society,ART,10.1090/proc/14239,"James Maynard, Sary Drappeau",['sary aurelien drappeau'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],['james maynard'],['Mathematical Institute [Oxford]']
2158465,hal-01689534,Statistical Distribution Of The Stern Sequence,2019,Commentarii Mathematici Helvetici,ART,10.4171/CMH/460,"Lukas Spiegelhofer, Sandro Bettin, Sary Drappeau",['sary aurelien drappeau'],['Maître de Conférences (MCF H)'],['GDAC'],['Current'],"['lukas spiegelhofer', 'sandro bettin']","['Dipartimento di Matematica [Genova]', 'Institut für Diskrete Mathematik und Geometrie [Wien]']"
2157886,hal-01810530,"On The Rate Of Convergence Of Empirical Barycentres In Metric Spaces: Curvature, Convexity And Extendible Geodesics",2019,Unknown,Unknown,Unknown,"Adil Ahidar-Coutrix, Quentin Paris, Thibaut Le Gouic",['gouic thibaut le'],['Maître de Conférences (MCF H)'],['ALEA'],['Current'],['quentin paris'],['Faculty of Computer Science [Moscow]']
2157194,hal-02152014,Régularisation Mixte Et Parcimonie Pour La Séparation Aveugle De Sources En Spectroscopie Rmn 2D,2019,Unknown,COMM,Unknown,"Afef Cherni, Caroline Chaux","['moulin caroline chaux', 'afef cherni']","['PostDoctorante (Postdoctoral Researcher)', 'Chargée de Recherche (CR)']",['ALEA'],['Former'],[],[]
2157192,hal-02147290,Nmf-Based Sparse Unmixing Of Complex Mixtures,2019,Unknown,COMM,Unknown,"Afef Cherni, Caroline Chaux, Elena Piersanti","['moulin caroline chaux', 'afef cherni']","['PostDoctorante (Postdoctoral Researcher)', 'Chargée de Recherche (CR)']",['ALEA'],['Former'],['elena piersanti'],['Institut des Sciences Moléculaires de Marseille']
2120146,hal-02120146,Rigidity Of Square-Tiled Interval Exchange Transformations,2019,Journal of modern dynamics,ART,Unknown,"Pascal Hubert, Sébastien Ferenczi","['sebastien simon ferenczi', 'pascal hubert']","['Directeur de Recherche (DR)', 'Professeur (PR)']",['GDAC'],['Current'],[],[]
2157111,hal-02157111,Séparation De Sources Doublement Non Stationnaire,2019,Unknown,COMM,Unknown,Adrien Meynard,['adrien meynard'],['Doctorant (Phd Student)'],['ALEA'],['Former'],[],[]
2151814,hal-02151814,Possible Functionality Of Start And Stop Codons Present At Specific And Conserved Positions In Animal Mitochondrial Genes Specifying Trna,2019,International Journal of Zoology Studies,ART,Unknown,"Eric Faure, Roxane-Marie Barthelemy","['roxane marie barthelemy', 'eric faure']","['Maître de Conférences (MCF F)', 'Professeur (PR)']",['ALEA'],['Current'],[],[]
2179373,hal-02179373,Forme Lissée De Rapports De Normes Lp/Lq (Spoq) Pour La Reconstruction Des Signaux Avec Pénalisation Parcimonieuse.,2019,Unknown,COMM,Unknown,"Afef Cherni, Emilie Chouzenoux, Jean-Christophe Pesquet, Laurent Duval","['afef cherni', 'laurent quaglia']","['PostDoctorante (Postdoctoral Researcher)', 'Doctorant (Phd Student)']","['AA', 'ALEA']",['Former'],"['emilie chouzenoux', 'jean christophe pesquet']","['Centre de vision numérique', 'OPtimisation Imagerie et Santé']"
2120157,hal-02120157,Generalized Veech 1969 And Sataev 1975 Extensions Of Rotations,2019,Unknown,Unknown,Unknown,"Pascal Hubert, Sébastien Ferenczi","['sebastien simon ferenczi', 'pascal hubert']","['Directeur de Recherche (DR)', 'Professeur (PR)']",['GDAC'],['Current'],[],[]
2150844,hal-02150844,Matching Cells,2019,Unknown,Unknown,Unknown,Gaël Meigniez,['gael meigniez'],['Professeur Émérite (PREM)'],['AGT'],['Current'],[],[]
2148599,hal-02055794,On The Weak Consistency Of Finite Volumes Schemes For Conservation Laws On General Meshes,2019,SeMA Journal: Boletin de la Sociedad Española de Matemática Aplicada,ART,Unknown,"J.-C Latché, R. Herbin, Thierry Gallouët","['raphaele herbin', 'thierry gallouet']","['Professeure (PR)', 'Professeur (PR)']",['AA'],"['Former', 'Current']",['j. c latche'],['Institut de Radioprotection et de Sûreté Nucléaire']
2130637,hal-02130637,On The Contribution Of Wu Wen-Tsün To Algebraic Topology,2019,Journal of Systems Science and Complexity,ART,10.1007/s11424-019-8342-6,Jean-Paul Brasselet,['jean paul brasselet'],['Directeur de Recherche Émérite (DREM)'],['AGT'],['Current'],[],[]
2130638,hal-02130638,Cobordism Of Maps Of Locally Orientable Witt Spaces,2019,Publicationes Mathematicae Debrecen,ART,10.5486/PMD.2019.8265,"Alice Kimie Miwa Libardi, Eliris Cristina Rizziolli, Jean-Paul Brasselet, Marcelo Jos'E Saia",['jean paul brasselet'],['Directeur de Recherche Émérite (DREM)'],['AGT'],['Current'],"['alice kimie miwa libardi', 'eliris cristina rizziolli', ""marcelo jos'e saia""]","['Instituto de Geociencias e Ciencias Exatas (DEPLAN/IGCE/UNESP)', 'Unknown']"
2130653,hal-02130653,Specific Mitochondrial Ss-Trnas In Phylum Chaetognatha,2019,Journal of Entomology and Zoology Studies,ART,Unknown,"Eric Faure, Roxane-Marie Barthelemy","['roxane marie barthelemy', 'eric faure']","['Maître de Conférences (MCF F)', 'Professeur (PR)']",['ALEA'],['Current'],[],[]
2132958,hal-01919761,Recovery And Convergence Rate Of The Frank-Wolfe Algorithm For The M-Exact-Sparse Problem,2019,IEEE Transactions on Information Theory,ART,Unknown,"Farah Cherfaoui, Liva Ralaivola, Sandrine Anthoine, Valentin Emiya","['sandrine anthoine', 'valentin emiya', 'farah cherfaoui']","['Doctorante (Phd Student)', 'Membre Associé', 'Chargée de Recherche (CR)']",['ALEA'],"['Former', 'Current']",['liva ralaivola'],"[""éQuipe d'AppRentissage de MArseille""]"
2133535,hal-02133535,(Dual-Frequency)-Dependent Dynamic Functional Connectivity Analysis Of Visual Working Memory Capacity,2019,Unknown,Unknown,Unknown,"Anna E. Dudek, Denes Szucs, Dominique Dehay, Jean-Marc Freyermuth, John Aston, Lincoln Colling","['jean marc freyermuth', 'anna dudek']","['Professeure (PR)', 'Maître de Conférences (MCF H)']",['ALEA'],['Current'],"['denes szucs', 'dominique dehay', 'john aston', 'lincoln colling']","['Institut de Recherche Mathématique de Rennes', 'University of Cambridge [UK]']"
2146480,hal-02146480,Convergence And Error Estimates For The Compressible Navier-Stokes Equations,2019,Publicaciones del Seminario Matemático García Galdeano,ART,Unknown,Thierry Gallouët,['thierry gallouet'],['Professeur (PR)'],['AA'],['Former'],[],[]
2178304,hal-02178304,Double Circulant Lcd Codes Over Z 4,2019,Finite Fields and Their Applications,ART,10.1016/j.ffa.2019.04.001,"Daitao Huang, Lin Sok, Minjia Shi, Patrick Solé",['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],"['daitao huang', 'lin sok', 'minjia shi']","['Royal University of Phnom Penh', 'Anhui University [Hefei]']"
2146311,hal-02146311,Challenges In The Decomposition Of 2D Nmr Spectra Of Mixtures Of Small Molecules,2019,Faraday Discussions,ART,10.1039/C9FD00014C,"Afef Cherni, Bruno Torrésani, Caroline Chaux, Elena Piersanti, Laetitia Shintu, Mehdi Yemloul, Sandrine Anthoine","['moulin caroline chaux', 'afef cherni', 'bruno torresani', 'sandrine anthoine']","['PostDoctorante (Postdoctoral Researcher)', 'Professeur (PR)', 'Chargée de Recherche (CR)']",['ALEA'],"['Former', 'Current']","['elena piersanti', 'laetitia shintu', 'mehdi yemloul']",['Institut des Sciences Moléculaires de Marseille']
2144637,hal-01745161,Relaxation And Simulation Of A Barotropic Three-Phase Flow Model,2019,ESAIM: Mathematical Modelling and Numerical Analysis,ART,10.1051/m2an/2019001,"Hamza Boukili, Jean-Marc Hérard","['hamza boukili', 'jean marc herard']","['Membre Associé', 'Doctorant (Phd Student)']",['AA'],"['Former', 'Current']",[],[]
2139563,hal-01863065,The Mit Bag Model As An Infinite Mass Limit,2019,Journal de l'École polytechnique — Mathématiques,ART,10.5802/jep.95,"Albert Mas, Loïc Le Treust, Naiara Arrizabalaga, Nicolas Raymond",['treust loic le'],['Maître de Conférences (MCF H)'],['AA'],['Current'],"['albert mas', 'naiara arrizabalaga', 'nicolas raymond']","['Departament de Matematiques i Informatica, Universitat de Barcelona', 'Institut de Recherche Mathématique de Rennes', 'Universidad del País Vasco [Espainia] / Euskal Herriko Unibertsitatea [España] = University of the Basque Country [Spain] = Université du pays basque [Espagne]']"
2137704,hal-02137704,Hlaib Worldwide Genetic Diversity: New Hla-H Alleles And Haplotype Structure Description,2019,Molecular Immunology,ART,10.1016/j.molimm.2019.04.017,"Jacques Chiaroni, Julie Di Cristofaro, Julien Paganini, Laurent Abi-Rached, Philippe Gouret, Pierre Pontarotti",['pierre pontarotti'],[],['ALEA'],['Former'],"['jacques chiaroni', 'julie di cristofaro', 'julien paganini', 'laurent abi rached']","[""Etablissement Français du Sang  Provence-Alpes Côte-d'Azur et Corse"", 'XEGEN', 'Etablissement Français du Sang - Alpes-Méditerranée', 'Microbes Evolution Phylogénie et Infections']"
2169410,hal-02169410,When Is C 0 (Τ ) Complemented In Tensor Products Of L P (I) And X?,2019,Mathematical News / Mathematische Nachrichten,ART,10.1002/mana.201700348,"Christian Samuel, Medina Galego, Vinícius Morelli Cortes",['christian samuel'],['Professeur Émérite (PREM)'],['AGT'],['Current'],"['medina galego', 'vinicius morelli cortes']",['Instituto de Matemática e Estatística']
2137354,hal-01198400,Vector Penalty-Projection Methods For Open Boundary Conditions With Optimal Second-Order Accuracy,2019,Communications in Computational Physics,ART,10.4208/cicp.OA-2018-0016,"Philippe Angot, Rima Cheaytou",['philippe angot'],['Professeur (PR)'],['AA'],['Current'],[],[]
2113629,hal-02113629,On A Probabilistic Nyman-Beurling Criterion,2019,Unknown,Unknown,Unknown,"Erwan Hillion, Sébastien Darses","['sebastien darses', 'erwan hillion']",['Maître de Conférences (MCF H)'],['ALEA'],['Current'],[],[]
2113623,hal-02113623,A Proof Of The Shepp-Olkin Entropy Monotonicity Conjecture,2019,Unknown,Unknown,Unknown,"Erwan Hillion, Oliver Johnson",['erwan hillion'],['Maître de Conférences (MCF H)'],['ALEA'],['Current'],['oliver johnson'],['University of Bristol [Bristol]']
2111805,hal-02111805,"Dedekind Sums, Mean Square Value Of L-Functions At S = 1 And Upper Bounds On Relative Class Numbers. A Survey And Open Problems",2019,Bull. Korean Math. Soc,ART,Unknown,Stéphane Louboutin,['stephane louboutin'],['Professeur Émérite (PREM)'],['AGLR'],['Current'],[],[]
